requirement_id,tool_subsystem,source_doc_section,required_behavior,implementation_location,automated_test_reference,status,evidence_and_remaining_work
BACK-014,"Backup, restore and conflict handling",tool-specs/10; DATA_CONTRACT.md,GIVEN Duplicate IDs inside one graph WHEN Validate THEN Reject ambiguous identity before writes.,src/domain/backup.ts:56-64 ; tests/domain/backup.test.ts ; tests/integration/backupRestoreStorage.test.ts,"tests/domain/backup.test.ts, tests/integration/backupRestoreStorage.test.ts",verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case BACK-014), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/domain/backup.test.ts, tests/integration/backupRestoreStorage.test.ts. Prior evidence: Solid double coverage (unit + real-storage)."
BACK-015,"Backup, restore and conflict handling",tool-specs/10; DATA_CONTRACT.md,GIVEN Actual baseline ID points to missing revision WHEN Validate THEN Reject dangling reference.,BUG_FIX_LOG.md #19,"tests/domain/backup.test.ts, tests/domain/backup.test.ts",verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case BACK-015), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/domain/backup.test.ts, tests/domain/backup.test.ts. Prior evidence: Fixed this session."
BACK-016,"Backup, restore and conflict handling",tool-specs/10; DATA_CONTRACT.md,GIVEN Revision missing self-contained rates snapshot WHEN Validate THEN Reject; no lookup into live catalog to fill missing data.,src/domain/backup.ts:76-80 ; tests/domain/backup.test.ts,tests/domain/backup.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case BACK-016), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/domain/backup.test.ts. Prior evidence: Directly and exactly tested."
BACK-017,"Backup, restore and conflict handling",tool-specs/10; DATA_CONTRACT.md,GIVEN Catalog same ID with different price/coverage WHEN Import merge THEN Conflict resolved explicitly; no name+price matching.,"BUG_FIX_LOG.md #13, #20",tests/domain/backup.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case BACK-017), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/domain/backup.test.ts. Prior evidence: Completed this session alongside BACK-004 (same planFullRestoreMerge + conflict UI)."
BACK-018,"Backup, restore and conflict handling",tool-specs/10; DATA_CONTRACT.md,GIVEN File size25MiB plus1 byte WHEN Import THEN Reject before store mutation.,"src/domain/backup.ts:36,42 ; tests/domain/backup.test.ts",tests/domain/backup.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case BACK-018), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/domain/backup.test.ts. Prior evidence: The exact ""+1 byte"" boundary value itself was not separately tested (only a well-over-limit 30MB value was) — flagging this as the one imprecision in an otherwise solid match."
BACK-019,"Backup, restore and conflict handling",tool-specs/10; DATA_CONTRACT.md,GIVEN Logo size1MiB plus1 byte WHEN Import THEN Reject oversized embedded asset; no partial state.,"src/domain/logo.ts (MAX_LOGO_BYTES=1MiB, enforced in validateLogoBytes); src/domain/backup.ts (checkOptionalLogoDataUri wired into both businessInfo.logo sites)",tests/domain/logo.test.ts (1-byte-over/at-limit cases); tests/domain/backup.test.ts DOC-010/BACK-019/BACK-025 block,verified,"Import validation re-derives the actual byte size from the decoded data URI (never trusts a stored size claim) and rejects anything over 1,048,576 bytes, exactly at the BACK-019 boundary (1 MiB accepted, 1 MiB + 1 byte rejected). A malformed/oversized logo on any one revision atomically rejects the WHOLE import (validateBackupEnvelope returns ok:false with no envelope to write) -- verified with a two-project envelope where only the second project has a bad logo."
BACK-020,"Backup, restore and conflict handling",tool-specs/10; DATA_CONTRACT.md,"GIVEN Unknown enum,negative costs,nondecimal scalar in imported active financial data WHEN Import THEN Reject invalid schema/ranges; no silent coercion.",BUG_FIX_LOG.md #19,tests/domain/backup.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case BACK-020), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/domain/backup.test.ts. Prior evidence: Fixed this session."
BACK-021,"Backup, restore and conflict handling",tool-specs/10; DATA_CONTRACT.md,GIVEN Transactional commit fails after some staged records WHEN Import THEN Rollback entire operation; record counts unchanged.,"tests/storage/db.test.ts ; src/storage/db.ts (writeAll, explicit tx.abort()) ; BUG_FIX_LOG.md #1",tests/storage/db.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case BACK-021), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/storage/db.test.ts. Prior evidence: Directly tests the real, shipped atomic-write function; also the subject of a genuine bug (#1 in BUG_FIX_LOG.md) found and fixed via this exact test."
BACK-022,"Backup, restore and conflict handling",tool-specs/10; DATA_CONTRACT.md,GIVEN Quota exhausted during import WHEN Commit THEN No partial restore; clear failure and recovery guidance.,BUG_FIX_LOG.md #26,tests/storage/importAtomicity.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case BACK-022), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/storage/importAtomicity.test.ts. Prior evidence: Fixed this session (v4, items 7/8) -- the prior import commit used a plain writeAll with no per-project version check and, more importantly for this specific case, three SEPARATE non-atomic calls (settings, then catalog, then projects), so a failure partway through could leave a genuinely partial re"
BACK-023,"Backup, restore and conflict handling",tool-specs/10; DATA_CONTRACT.md,GIVEN Malicious prototype keys/script text in backup WHEN Parse/store/render THEN Proposed hardening: no prototype pollution or code execution; text remains inert.,"src/domain/backup.ts (planFullRestoreMerge -- plain object spreads/comparisons, no eval/innerHTML/recursive prototype merge anywhere in the restore path)",tests/domain/lifeBackRequirements.test.ts,verified,"Upgraded from a source-reading/grep observation to a real executable test (still explicitly ""proposed hardening,"" not a hard requirement, per the case catalogue): a project with a hand-crafted `__proto__` key and `<script>`-containing text round-trips through planFullRestoreMerge as ordinary inert data -- the real Object.prototype is proven untouched ({}.polluted is undefined) and the script text is proven stored as literal text, never parsed. No remaining work."
BACK-024,"Backup, restore and conflict handling",tool-specs/10; DATA_CONTRACT.md,GIVEN Two projects with same visible title WHEN Restore THEN Distinct IDs retained; no title-based deduplication.,"src/domain/backup.ts (planFullRestoreMerge / planArrayMerge match projects strictly by id, never by title)",tests/domain/lifeBackRequirements.test.ts,verified,"Confirming test added: two projects sharing the identical title ""Kitchen repaint"" but different IDs both survive a merge plan as fully independent entries (one already-existing, one added) -- no conflict and no deduplication is ever triggered by the shared title. No remaining work."
BACK-025,"Backup, restore and conflict handling",tool-specs/10; DATA_CONTRACT.md,"GIVEN Local logo embedded in backup, offline restore WHEN Print THEN Logo resolves from restored local bytes; no remote file dependency.","src/domain/customerDocument.ts (businessInfo spread already carries logo through, allow-listed); src/components/tools/pro/ProApp.tsx (renders previewDocument.businessInfo.logo directly)","tests/domain/backup.test.ts ""BACK-025"" case; tests/browser/businessLogo.test.tsx ""appears in the customer document preview"" and ""survives save and full reopen""",verified,A logo embedded in an issued revision frozen customerDocumentSnapshot is a self-contained data URI -- confirmed it survives a full export/import round trip and renders directly from the restored LOCAL record with no network fetch of any kind (there is no URL anywhere in the value). Also verified for a still-draft revision through real save/reopen via IndexedDB.
BACK-026,"Backup, restore and conflict handling",tool-specs/10; DATA_CONTRACT.md,GIVEN Import unknown future engine version with schema2 WHEN Validate/display THEN Compatibility check per documented policy; never silently recalc unsupported issued data. Resolve display-compatibility policy before implementation.,"src/domain/engineCompatibility.ts (RECOGNIZED_ENGINE_VERSIONS safelist, isRecognizedEngineVersion, isDraftEngineVersionSupported); src/domain/estimateAssembly.ts (assembleProjectEstimate gate, first check); src/domain/backup.ts (validateRevisionStructure draft-only engine-version rejection); src/components/tools/pro/ProApp.tsx (Actual review informational notice for issued revisions); docs/ENGINE_VERSION_COMPATIBILITY.md (written policy decision)",tests/domain/engineCompatibility.test.ts; tests/browser/engineVersionNotice.test.tsx,verified,"Resolved from decision_required/missing with a written, deterministic policy (docs/ENGINE_VERSION_COMPATIBILITY.md, covering all required sub-points: unknown future engine versions are never silently accepted; only DRAFT (live-recalculated) revisions are gated, since ISSUED/frozen revisions are exempt by the pre-existing never-recalculate-issued-data guarantee; a manually-maintained explicit allowlist (RECOGNIZED_ENGINE_VERSIONS) is used rather than a version-number comparison, so an unrecognized future version is blocked rather than silently treated as compatible). tests/domain/engineCompatibility.test.ts unit-tests the safelist/predicate functions directly. tests/browser/engineVersionNotice.test.tsx confirms end-to-end: (1) a draft whose stored engineVersion is unrecognized shows a clear rejection message and never a priced result (assembleProjectEstimate gate proven live in the UI), and (2) an issued revision recorded under a different engine version still displays its real frozen numbers with only a non-blocking informational notice in Actual review. No remaining work."
UX-001,"Browser, accessibility and privacy",ACCEPTANCE_TESTS.md P01–P07,"GIVEN 360px mobile viewport WHEN Complete each free tool and Pro estimate THEN No hidden required controls,horizontal page overflow,or unreadable totals.",src/components/tools/*.tsx (responsive className usage) ; TEST_EXECUTION_REPORT.md section 5 (no viewport-specific content),,unverified,"Correcting an over-broad prior ""passed"" claim: the previously-cited manual verification did not actually check mobile viewport/overflow behavior."
UX-002,"Browser, accessibility and privacy",ACCEPTANCE_TESTS.md P01–P07,"GIVEN Keyboard-only user WHEN Navigate inputs,add/remove rows,open errors,print THEN Visible focus,logical order,operable controls,no trap.",src/components/tools/EstimateTemplate.tsx:178 ; src/components/tools/JobCostCalculator.tsx (Field) ; src/components/tools/InteriorCalculator.tsx (Field),,unverified,"ACCEPTANCE_MATRIX.csv recorded partial implementation. Needs re-inspection against current source (post R03-R13) plus a completing/confirming automated test. Prior notes: Some concrete evidence of focus-visible styling exists; full keyboard-only walkthrough (add/remove rows, open errors, print, no trap) is not verified by any test or documented manual pass."
