case_id,source_section,category,scenario,expected_result,classification,canonical_case_if_duplicate,executable_test_reference,observed_result,status,notes
UX-009,ACCEPTANCE_TESTS.md P01–P07,"Browser, accessibility and privacy",GIVEN Print from narrow browser viewport WHEN Save PDF,Print layout remains readable independent of mobile screen width.,uniquely required,,"Real-browser verification this session: confirmed the compiled @media print stylesheet actually exists and targets print:hidden (grepped the live inlined <style> tag content, not just the class name in markup)",GIVEN Print from narrow browser viewport WHEN Save PDF THEN Print layout remains readable independent of mobile screen width.,passed,
UX-010,ACCEPTANCE_TESTS.md P01–P07,"Browser, accessibility and privacy",GIVEN Local storage unavailable/private mode failure WHEN Save,Actionable warning; no false persistence claim; export guidance.,uniquely required,,tests/browser/uxRaceAndFailureGuidance.test.tsx,GIVEN Local storage unavailable/private mode failure WHEN Save THEN Actionable warning; no false persistence claim; export guidance.,passed,
UX-011,ACCEPTANCE_TESTS.md P01–P07,"Browser, accessibility and privacy",GIVEN Browser data cleared WHEN Reopen app then restore backup,Explain data loss/recovery; backup restores data; purchase recovery separate.,uniquely required,,"tests/browser/deleteProject.test.tsx ""deleting the only project leaves the list in its correct empty state"" (renders the messaging block)",GIVEN Browser data cleared WHEN Reopen app then restore backup THEN Explain data loss/recovery; backup restores data; purchase recovery separate.,passed,
UX-012,ACCEPTANCE_TESTS.md P01–P07,"Browser, accessibility and privacy",GIVEN Production homepage samples WHEN Inspect captions/live tool link,Illustration labeled; no claim live defaults reproduce marketing sample.,uniquely required,,tests/browser/priceBookHealthSampleLabeling.test.ts,GIVEN Production homepage samples WHEN Inspect captions/live tool link THEN Illustration labeled; no claim live defaults reproduce marketing sample.,passed,
UX-013,ACCEPTANCE_TESTS.md P01–P07,"Browser, accessibility and privacy",GIVEN Free result completed WHEN Follow Pro invitation,Useful answer remains accessible; compatible input handoff retains values/units; purchase not silently granted.,uniquely required,,tests/domain/interiorHandoff.test.ts,"buildProjectFromInteriorHandoff carries every supported field exactly, returns an explicit unsupportedFieldNotes list (e.g. free-tool labor rate) rather than silently discarding or defaulting it, and a full round-trip through the real Pro estimate-assembly pipeline reproduces the documented fixture.",passed,
ACCESS-001,ACCESS_SPEC.md,Purchase and entitlement integration,GIVEN Unauthenticated/no-entitlement user visits success URL directly WHEN Open Pro,No paid unlock based on URL/query alone.,out of tools-only scope,,(not yet executed),"resolvePendingCheckout() only unlocks after sessionStorage matches a real startCheckout() call, or explicit ?checkout=recover params -- and even then always re-verifies against Dodo via /api/checkout/verify before granting access. Visiting the return/recovery URL with fabricated params alone triggers a real Dodo lookup that fails for a non-existent payment. Not tested against a real Dodo account (no credentials in this environment).",blocked,"Blocked on a real external dependency (Dodo Payments test-mode account / real webhook), not an arithmetic requirement -- pre-existing blocked status from ACCEPTANCE_MATRIX.csv, consistent with ACCESS-007."
ACCESS-002,ACCESS_SPEC.md,Purchase and entitlement integration,GIVEN Paid flag manually written in localStorage WHEN Open protected feature,Not accepted as verified entitlement.,uniquely required,,tests/lib/clientLicense.test.ts,"verifyAccess() now distinguishes a genuine NetworkFailure (fails open on a previously-confirmed payment) from any real server response including misconfiguration/rejection (fails closed, clears the stored payment). Live-verified: a forged pep_payment_v1 record unlocked Pro before the fix and correctly failed closed (and was cleared) after the fix, using this repo's own unconfigured-Dodo-credentials state as the real-world non-2xx response.",passed,
ACCESS-003,ACCESS_SPEC.md,Purchase and entitlement integration,GIVEN Verified successful provider event WHEN Process once,Entitlement delivered exactly once and associated with correct purchaser/product.,out of tools-only scope,,(not yet executed),"buildLicenseKey(payment.payment_id) ties the key to the specific Dodo payment; there is only one product (Pro), so no cross-product ambiguity is possible. Verified by unit test that the key round-trips exactly to that payment id.",blocked,"Blocked on a real external dependency (Dodo Payments test-mode account / real webhook), not an arithmetic requirement -- pre-existing blocked status from ACCEPTANCE_MATRIX.csv, consistent with ACCESS-007."
ACCESS-004,ACCESS_SPEC.md,Purchase and entitlement integration,GIVEN Duplicate valid provider event WHEN Process repeatedly,Idempotent delivery; no duplicate licenses/charges from fulfillment handler.,out of tools-only scope,,(not yet executed),"verify/redeem/webhook are all read-only lookups against Dodo -- no license or charge is ever created server-side, so repeating any of them cannot duplicate one. The one known non-idempotent side effect is intentional and documented: a repeated webhook delivery can send a duplicate confirmation email (not a duplicate license/charge), which src/lib/server/license.ts explicitly accepts as preferable to a purchase that emails nothing.",blocked,"Blocked on a real external dependency (Dodo Payments test-mode account / real webhook), not an arithmetic requirement -- pre-existing blocked status from ACCEPTANCE_MATRIX.csv, consistent with ACCESS-007."
ACCESS-005,ACCESS_SPEC.md,Purchase and entitlement integration,GIVEN Forged signature or wrong product/amount event WHEN Verify,Reject; no access granted; trusted provider verification required.,uniquely required,,tests/lib/serverDodo.test.ts; tests/api/checkoutVerify.test.ts; tests/api/licenseRedeem.test.ts; tests/api/webhookDodo.test.ts,"evaluatePaymentEntitlement() rejects any payment whose product_cart does not include the configured Pro product, reused identically by verify.ts, redeem.ts, and the webhook. The webhook additionally rejects an invalid signature (401) before ever evaluating entitlement. Reproduced red against the original code first: an unrelated-product payment returned ok:true / sent a working license email.",passed,
ACCESS-006,ACCESS_SPEC.md,Purchase and entitlement integration,GIVEN Cancelled or failed checkout WHEN Return to site,No entitlement; helpful retry path.,uniquely required,,Manual browser verification (Claude Browser session),"Clicked ""Buy Pro"" with no Dodo credentials configured; observed a clear, non-crashing message (""Payments aren't set up yet -- check back soon."") with the Buy/redeem UI still present for retry, not a dead end. A real cancelled-checkout return is handled by the same verify() re-check path and shown via a ""That checkout was cancelled -- no charge was made"" message, added this session.",passed,
ACCESS-007,ACCESS_SPEC.md,Purchase and entitlement integration,GIVEN Provider event delayed after return WHEN Check access,Pending state; no false failure or unverified success.,out of tools-only scope,,(not yet executed),Provider-event-delay pending-state handling cannot be exercised without a real Dodo Payments test-mode account (same external dependency as ACCESS-001/003/004/008).,blocked,"Payment-provider webhook timing, not arithmetic -- blocked on a real Dodo Payments test-mode account, same as sibling ACCESS-* cases."
ACCESS-008,ACCESS_SPEC.md,Purchase and entitlement integration,GIVEN Purchaser returns on allowed new device WHEN Recover via selected policy,Verified recovery without project backup acting as purchase proof.,out of tools-only scope,,(not yet executed),redeemLicenseKey()/requestLicenseRecovery() verify a pasted key or look up succeeded payments by customer email directly against Dodo -- neither ever reads or trusts a local project backup file as proof of purchase.,blocked,"Blocked on a real external dependency (Dodo Payments test-mode account / real webhook), not an arithmetic requirement -- pre-existing blocked status from ACCEPTANCE_MATRIX.csv, consistent with ACCESS-007."
ACCESS-009,ACCESS_SPEC.md,Purchase and entitlement integration,GIVEN Network fails during verification WHEN Open paid app,Behavior follows documented offline/grace policy; unresolved until provider/access design chosen.,uniquely required,,tests/lib/clientLicense.test.ts,"checkAccess() (formerly verifyAccess()) never grants access on a NetworkFailure -- it returns a distinct ""unavailable"" status, preserving the stored payment and all local project data for a later retry, and ProGate.tsx shows an explicit ""Can't verify access right now"" screen with a Try again button rather than unlocking or showing a rejection message.",passed,
ACCESS-010,ACCESS_SPEC.md,Purchase and entitlement integration,GIVEN Refund/revocation event WHEN Apply access policy,Behavior follows documented refund policy; no invented automatic deletion of user's project data.,uniquely required,,(not yet executed),"Confirmed via the SDK's own type definitions that Dodo tracks a refund via a SEPARATE refund_status field ('partial'|'full'), not payment.status (which stays 'succeeded' after a refund). verify.ts and redeem.ts both now additionally check refund_status === 'full' and revoke access if so; a partial refund does not revoke (a merchant-policy choice, not an API fact). Revocation only affects the license/access check -- it never touches IndexedDB project data, which is a structurally separate system.",passed,
ACCESS-011,ACCESS_SPEC.md,Purchase and entitlement integration,GIVEN Export backup then inspect WHEN Search for purchase secrets,"No signing keys,payment secrets or bearer license tokens.",uniquely required,,tests/integration/backupRestoreStorage.test.ts::Backup export completeness and secret exclusion,"The license key/payment record lives in localStorage (pep_payment_v1), structurally separate from the IndexedDB project data that exportBackup() reads -- backup.ts has no code path that could include it. The existing no-payment-string assertion (predates the license key but covers the same structural guarantee) confirms the exported JSON contains no stripe/license/entitlement/secret-like strings.",passed,
ACCESS-012,ACCESS_SPEC.md,Purchase and entitlement integration,GIVEN Production bundle/source map WHEN Inspect secrets,No private signing or payment secret keys shipped to browser.,uniquely required,,Direct build-output inspection (this session),"Confirmed no client component imports anything from src/lib/server/**, and grepping the actual built client output (dist/client/, .vercel/output/static/) for DODO_PAYMENTS_API_KEY / DODO_PAYMENTS_WEBHOOK_KEY / GMAIL_APP_PASSWORD returns zero matches -- these env vars are only ever read inside server-only files (src/lib/server/*, src/pages/api/**), which Astro never bundles to the client.",passed,
