case_id,area,priority,implementation_status,execution_status,test_ref,environment,observed_result,evidence_location,notes
INT-009,Free single-room interior calculator,P0,missing,not_run,,,"Same root cause as INT-008 — there is no way to disable walls, so ""both wall and ceiling disabled"" is not a reachable UI state.",src/components/tools/InteriorCalculator.tsx (full file read),Corrected this session: previously mislabeled blocked. Same free-tool gap area as INT-008.
INT-010,Free single-room interior calculator,P0,missing,not_run,,,"Full read confirms InteriorCalculator.tsx only exposes quick door/window COUNTS (doorCount, windowCount with fixed 20/15 sqft each) — there is no ""detailed"" per-opening dimension entry mode or quick/detailed toggle in this free tool (detailedOpeningArea exists only in src/engine/geometry.ts, used elsewhere e.g. by the Pro app's domain layer, not by this component).",src/components/tools/InteriorCalculator.tsx (full file read) ; src/engine/geometry.ts (detailedOpeningArea unused here),"Corrected this session: previously mislabeled blocked. Quick-vs-detailed opening mode switching does not exist in the free interior calculator -- unfinished work, not an external blocker."
INT-011,Free single-room interior calculator,P0,implemented,passed,tests/engine/geometry.test.ts::GEO-06,vitest 5 / Node (fake-indexeddb for IndexedDB-backed tests),"netWallArea(gross, openingArea, deductionEnabled=false) returns {area: gross, valid: true} via an early return that never reads openingArea at all — proven by GEO-06 (netWallArea(648,85,false) -> area=648, ignoring the 85 deduction entirely). This is magnitude-independent by construction, so it equally covers ""excessive"" opening values retained while the deduction toggle is off. InteriorCalculator.tsx wires deductOpenings the same way (deduction forced to 0, or the flag passed through) before calling netWallArea.",tests/engine/geometry.test.ts ; src/engine/geometry.ts:31-35 ; src/components/tools/InteriorCalculator.tsx:82-84,"GEO-06's test value (85) is not itself ""excessive,"" but the tested code path (`if (!deductionEnabled) return {area: gross, valid: true}`) never inspects the magnitude of openingArea, so the property holds for any value including excessive ones."
INT-012,Free single-room interior calculator,P0,implemented,not_run,,,"Source read confirms the checkbox label reads ""Include ceiling (same paint)"" — an explicit notice that ceiling and walls share one paint variant. No claim of separate per-surface product selection exists anywhere in this component.",src/components/tools/InteriorCalculator.tsx:131,Confirmed by direct source reading; not covered by an automated test asserting on rendered text.
INT-013,Free single-room interior calculator,P0,implemented,passed,tests/domain/interiorHandoff.test.ts; manual browser verification of InteriorCalculator.tsx defaults,,"Door/window counts default to explicit ""0"" (distinct from blank length/width); ""Load sample data"" is an explicit user action with every populated field labeled ""(sample)"".",BUG_FIX_LOG.md #21,Fixed this session.
INT-014,Free single-room interior calculator,P0,missing,not_run,,,"Full read of InteriorCalculator.tsx found no standalone ""prep hours"" input separate from the wall/ceiling application-labor fields (hourlyRate/wallThroughput/ceilingThroughput) — there is no way to add an independent 2-hour prep-labor line item to a completed room.",src/components/tools/InteriorCalculator.tsx (full file read),"Corrected this session: previously mislabeled blocked. An extra labor/prep-hours line item does not exist in the free interior calculator -- unfinished work, not an external blocker."
INT-015,Free single-room interior calculator,P0,implemented,not_run,,,"The wrapping Astro page explicitly states: ""A single-room estimator: walls plus an optional ceiling, one paint variant, quick door/window deductions. For a full multi-room project with trim and doors, see Pro."" — an explicit single-room-limitation notice, and the component itself exposes no trim/door/multi-room controls.","src/pages/free/interior-calculator.astro:20-24 ; src/components/tools/InteriorCalculator.tsx (full file read, no unsupported controls present)",Confirmed correct by direct source reading of the page copy; not verified via a live rendered page in this audit or a recorded prior manual check.
JOB-001,Free job-cost calculator,P0,implemented,passed,Manual browser verification (Claude Browser session) — see BUG_FIX_LOG.md #12,manual browser (Claude Browser session),"Fresh load of /free/job-cost-calculator shows only guidance text (""Enter materials and labor cost...""), not a $0.00 complete result. Confirmed by reading the rendered page text directly.",src/components/tools/JobCostCalculator.tsx; BUG_FIX_LOG.md #12,"Was failed prior to this session's fix (materials||""0"" fallback coerced blank to valid zero); now fixed and live-verified. No automated test (no component-test infra in this project, same as bug #2)."
JOB-002,Free job-cost calculator,P0,implemented,passed,Manual browser verification (Claude Browser session) — see BUG_FIX_LOG.md #12,manual browser (Claude Browser session),"Entering Materials alone (labor still blank) continues to show guidance, not a false result; entering both Materials $620 and Labor $1,280 reproduces the job-homepage fixture exactly ($1900.00/$285.00/$2185.00/$3361.54).",src/components/tools/JobCostCalculator.tsx; BUG_FIX_LOG.md #12,Was failed prior to this session's fix; now fixed and live-verified. No automated test (no component-test infra in this project).
JOB-003,Free job-cost calculator,P0,implemented,passed,"tests/engine/fixtures.test.ts::""job-original-brief (job)""",vitest 5 / Node (fake-indexeddb for IndexedDB-backed tests),"Fixture inputs (materials=1104 [=22gal*42 paint + 180 supplies], labor=1344 [=42hr*32], expenses=175 [=100 travel+75 other], overheadRatio=0.15, targetRatio=0.35, price=4640.70) reproduce this case's given exactly; assertions confirm directCost=2623.00, overhead=393.45, cost=3016.45, approxPrice=4640.69, minimumPrice=4640.70 — an exact match. JobCostCalculator.tsx calls the same directCost/overheadAmount/estimatedJobCost/evaluatePrice functions with the same parameter order.",tests/engine/fixtures.test.ts ; tests/fixtures/acceptance-fixtures.json (job-original-brief) ; src/components/tools/JobCostCalculator.tsx,"Tested at the shared-engine level (identical function calls to what the component performs), not via a rendered component test."
JOB-004,Free job-cost calculator,P0,implemented,passed,"tests/engine/fixtures.test.ts::""job-homepage (job)""",vitest 5 / Node (fake-indexeddb for IndexedDB-backed tests),"Fixture (materials=620, labor=1280, expenses=0, overheadRatio=0.15, targetRatio=0.35, price=3200) exactly matches this case's given; assertions confirm cost=2185.00, profit=1015.00, marginPercent=31.7 — exact match to the expected ""review pricing"" (below-target) scenario.",tests/engine/fixtures.test.ts ; tests/fixtures/acceptance-fixtures.json (job-homepage),Tested at the shared-engine level with the same function calls the component performs.
JOB-005,Free job-cost calculator,P0,implemented,passed,tests/ui/jobCostCalculatorLogic.test.ts,,"materialsMode (lumpSum|itemized) and laborMode (direct|hoursRate) toggles implemented; each mode reads only its own active fields, never blending stale values from the inactive mode.",BUG_FIX_LOG.md #17,Fixed this session.
JOB-006,Free job-cost calculator,P0,implemented,passed,tests/ui/jobCostCalculatorLogic.test.ts,,"A real add/remove list of otherExpenseLines (plus travel) sums correctly; verified against the spec worked example (42hr labor, 22gal paint, $100 travel + $75 other -> total $3016.45).",BUG_FIX_LOG.md #17,Fixed this session. Live-verified in browser against the exact spec fixture values.
JOB-007,Free job-cost calculator,P0,implemented,passed,tests/ui/jobCostCalculatorLogic.test.ts,,Missing vs. explicit-zero distinction preserved through both materials and labor modes; unpriced/below-cost pricing status is never suppressed when switching modes.,BUG_FIX_LOG.md #17,Fixed this session.
JOB-008,Free job-cost calculator,P0,implemented,passed,tests/ui/jobCostCalculatorLogic.test.ts,,"Overhead/total/approx-price/minimum-target-price rounding matches the spec worked example exactly ($3016.45 total, $4640.69 approx, $4640.70 minimum).",BUG_FIX_LOG.md #17,Fixed this session. Live-verified in browser.
JOB-009,Free job-cost calculator,P0,implemented,not_run,,,"Source read confirms overheadMode ('percent'|'flat') gates which field is used: `oh = overheadMode === 'percent' ? overheadAmount(...) : (pOverheadFlat valid ? pOverheadFlat.value : 0)` — a stale ratio value has no effect while mode=""flat"". No dedicated test exercises this exact scenario's numbers.",src/components/tools/JobCostCalculator.tsx:61-67,Logic confirmed correct by inspection; not covered by an automated test with these exact figures.
JOB-010,Free job-cost calculator,P0,implemented,not_run,,,"Same overheadMode branch guarantees the flat amount is fully ignored once mode=""percent"" (only pOverheadPct is read). Not covered by a dedicated test with these exact figures.",src/components/tools/JobCostCalculator.tsx:61-67,Logic confirmed correct by inspection; no automated test.
JOB-011,Free job-cost calculator,P0,implemented,passed,tests/engine/pricing.test.ts::CORE-price-02 (unpriced case),vitest 5 / Node (fake-indexeddb for IndexedDB-backed tests),"evaluatePrice({cost, price:null, ...}) returns status=""unpriced"", profit=null, marginRatio=null — the exact case tested. JobCostCalculator.tsx sets priceInput=null whenever enteredPrice.trim()==="""" in enterPrice mode, feeding this same code path.",tests/engine/pricing.test.ts ; src/components/tools/JobCostCalculator.tsx:70-77,"Engine-level exact match; component wiring confirmed by source read, not by a rendered-component test."
JOB-012,Free job-cost calculator,P0,implemented,passed,tests/engine/pricing.test.ts::CORE-price-02 (zero-price case),vitest 5 / Node (fake-indexeddb for IndexedDB-backed tests),"evaluatePrice({cost:100, price:0, ...}) returns status=""zero_price"", profit=-100 (negative, not null), marginRatio=null — an exact match to ""negative estimated profit, undefined margin, zero-price status.""",tests/engine/pricing.test.ts ; src/engine/pricing.ts:59-69,"Engine-level exact match; JobCostCalculator.tsx feeds price=0 through the same evaluatePrice() function when enteredPrice=""0""."
JOB-013,Free job-cost calculator,P0,implemented,passed,"tests/engine/pricing.test.ts::CORE-price-03, CORE-price-04, CORE-price-05",vitest 5 / Node (fake-indexeddb for IndexedDB-backed tests),"requiredPriceRaw throws for targetMarginRatio>=1 or negative, and evaluatePrice at a near-100% target returns approxPrice=null/minimumTargetPrice=null with requiredPriceRaw returning the literal string ""out_of_supported_range"", never a JS Infinity — proving the engine never surfaces Infinity. JobCostCalculator.tsx additionally guards target>=100% (or negative) BEFORE calling evaluatePrice, returning an explicit ""Target margin must be between 0% and 99%."" error message.",tests/engine/pricing.test.ts ; src/components/tools/JobCostCalculator.tsx:56-58,"Engine-level ""never Infinity"" invariant is directly tested. The UI-level 100%-target guard is confirmed correct by source reading but has no automated component test (no RTL harness in this project)."
